Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Yarraville,1/23 Bena St,4.0,h,1142000.0,PI,Nelson,12/8/2017,6.3,3013,4.0,3.0,2.0,234.0,176.0,2012.0,Maribyrnong City Council,-37.81961,144.88132,Western Metropolitan,6543
Yarraville,10 Salisbury St,3.0,h,950000.0,S,Sweeney,29/04/2017,7.0,3013,3.0,2.0,2.0,287.0,210.68,2002.0,Maribyrnong City Council,-37.8233,144.8825,Western Metropolitan,6543
Epping,10 Efficient St,3.0,h,568000.0,S,Ray,17/06/2017,19.6,3076,3.0,2.0,2.0,420.0,190.0,2012.0,Whittlesea City Council,-37.62145,145.01051,Northern Metropolitan,10926
Moonee Ponds,5/40 Young St,2.0,u,348000.0,S,Nelson,3/12/2016,6.9,3039,2.0,1.0,1.0,0.0,63.0,2007.0,Moonee Valley City Council,-37.7677,144.9221,Western Metropolitan,6232
Ascot Vale,4/27 Roseberry St,2.0,u,440000.0,S,McDonald,19/11/2016,5.9,3032,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,6567
Coburg,3/117 Gordon St,3.0,t,687000.0,S,Nelson,27/11/2016,7.8,3058,3.0,1.0,1.0,116.0,140.0,1995.0,Darebin City Council,-37.7454,144.9487,Northern Metropolitan,11204
West Footscray,1/37 Hampton Pde,3.0,h,723000.0,S,Village,10/9/2016,8.2,3012,3.0,1.0,2.0,302.0,125.0,1938.0,Maribyrnong City Council,-37.8066,144.8666,Western Metropolitan,5058
Coburg North,9 Ryland St,3.0,h,841000.0,S,Peter,16/09/2017,6.7,3058,3.0,1.0,3.0,533.0,150.0,1960.0,Darebin City Council,-37.72631,144.96274,Northern Metropolitan,3445
Toorak,10 Myoora Rd,4.0,h,5500000.0,VB,Marshall,3/12/2016,4.6,3142,4.0,3.0,2.0,691.0,374.0,2000.0,Stonnington City Council,-37.8431,145.02100000000002,Southern Metropolitan,7217
Oakleigh South,17 Vernal Rd,4.0,h,1175000.0,S,Buxton,11/11/2017,15.5,3167,4.0,2.0,2.0,584.0,185.0,1975.0,Kingston City Council,-37.9279,145.0849,South-Eastern Metropolitan,3692
Northcote,19 Hunter St,2.0,h,890000.0,S,hockingstuart,14/05/2016,5.5,3070,2.0,1.0,1.0,225.0,92.0,1910.0,Darebin City Council,-37.7663,145.0009,Northern Metropolitan,11364
Wollert,35 Kingscote Wy,3.0,h,570000.0,SP,RW,24/02/2018,25.5,3750,3.0,2.0,2.0,404.0,158.0,2012.0,Whittlesea City Council,-37.61031,145.03393,Northern Metropolitan,2940
South Morang,22 Gabriel Tce,4.0,h,635000.0,PI,Love,25/11/2017,20.5,3752,4.0,2.0,2.0,449.0,213.0,2004.0,Whittlesea City Council,-37.6377,145.0704,Northern Metropolitan,7969
Malvern East,34 Manning Rd,4.0,h,3350000.0,PI,Jellis,25/11/2017,8.4,3145,4.0,2.0,3.0,836.0,303.0,1910.0,Stonnington City Council,-37.8732,145.0496,Southern Metropolitan,8801
Broadmeadows,138 Cuthbert St,2.0,h,770000.0,SP,Stockdale,7/10/2017,14.0,3047,2.0,1.0,1.0,803.0,103.0,1950.0,Hume City Council,-37.68333,144.92196,Northern Metropolitan,4294
Ascot Vale,119 Roseberry St,2.0,h,750000.0,SP,Maddison,4/6/2016,5.9,3032,2.0,1.0,1.0,226.0,92.0,1920.0,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567
Truganina,28 McDougall Pl,4.0,h,611000.0,S,One,10/2/2018,18.4,3029,4.0,2.0,2.0,510.0,218.0,2014.0,Melton City Council,-37.84588,144.71585,Western Metropolitan,5811
Hawthorn,4 Bowen St,4.0,h,2670000.0,S,Jellis,3/12/2016,4.6,3122,4.0,2.0,1.0,336.0,235.0,1905.0,Boroondara City Council,-37.8183,145.0371,Southern Metropolitan,11308
Brunswick West,542 Albion St,5.0,h,1200000.0,PI,Jellis,22/08/2016,5.9,3055,5.0,2.0,3.0,553.0,193.0,1920.0,Moreland City Council,-37.7576,144.9348,Northern Metropolitan,7082
Elwood,8/44 Southey St,1.0,u,520000.0,S,Chisholm,3/9/2016,7.7,3184,1.0,1.0,1.0,0.0,51.0,1930.0,Port Phillip City Council,-37.8761,144.9871,Southern Metropolitan,8989
Hawthorn,17 Power St,4.0,h,2350000.0,VB,Jellis,3/3/2018,5.3,3122,4.0,2.0,3.0,723.0,240.0,1890.0,Boroondara City Council,-37.815290000000005,145.02777,Southern Metropolitan,11308
Brighton,686A Hampton St,4.0,t,2250000.0,SP,Marshall,27/11/2016,11.2,3186,4.0,2.0,2.0,230.0,281.0,2012.0,Bayside City Council,-37.9237,145.0056,Southern Metropolitan,10579
Richmond,52 Hunter St,2.0,h,1150000.0,SP,Biggin,27/11/2016,2.6,3121,2.0,1.0,0.0,156.0,80.0,1900.0,Yarra City Council,-37.8209,145.0052,Northern Metropolitan,14949
Frankston,84 Lindrum Rd,3.0,h,599000.0,S,O'Brien,9/12/2017,38.0,3199,3.0,1.0,4.0,568.0,147.0,1970.0,Frankston City Council,-38.14799,145.15431999999998,South-Eastern Metropolitan,17055
Fawkner,34a Preston St,3.0,h,631000.0,S,hockingstuart,24/09/2016,12.4,3060,3.0,2.0,2.0,297.0,133.0,2012.0,Hume City Council,-37.6994,144.9686,Northern Metropolitan,5070
Niddrie,4/67 Hoffmans Rd,2.0,u,457000.0,S,Brad,4/6/2016,11.2,3042,2.0,1.0,1.0,0.0,89.0,1975.0,Moonee Valley City Council,-37.7467,144.8906,Western Metropolitan,2291
Burwood East,28 Robert St,3.0,h,1177000.0,S,hockingstuart,3/3/2018,14.7,3151,3.0,2.0,2.0,608.0,162.0,1979.0,Whitehorse City Council,-37.84767,145.15368999999998,Eastern Metropolitan,4048
Maidstone,20 Jackson St,3.0,h,930000.0,S,Jas,15/07/2017,6.4,3012,3.0,1.0,4.0,545.0,116.0,1940.0,Maribyrnong City Council,-37.785709999999995,144.87346000000002,Western Metropolitan,3873
Sandringham,132 Abbott St,4.0,h,1720000.0,S,Hodges,17/02/2018,15.2,3191,4.0,1.0,1.0,573.0,119.0,1950.0,Bayside City Council,-37.950559999999996,145.01757,Southern Metropolitan,4497
Frankston South,32 Fleetwood Cr,3.0,h,1200000.0,S,Ray,6/1/2018,38.0,3199,3.0,2.0,2.0,604.0,232.0,2013.0,Frankston City Council,-38.161640000000006,145.10777,South-Eastern Metropolitan,7566
Fawkner,2/99 Major Rd,2.0,u,328000.0,SP,Love,29/04/2017,12.4,3060,2.0,1.0,1.0,0.0,67.0,1970.0,Hume City Council,-37.7071,144.9644,Northern Metropolitan,5070
Keilor Downs,7 Antwerp Dr,4.0,h,670000.0,S,Prof.,24/06/2017,15.5,3038,4.0,2.0,2.0,713.0,164.0,1982.0,Brimbank City Council,-37.72305,144.81073999999998,Western Metropolitan,3656
Glen Iris,184 Finch St,3.0,h,3310000.0,S,Marshall,20/05/2017,9.2,3146,3.0,3.0,2.0,662.0,265.0,1988.0,Boroondara City Council,-37.8605,145.0455,Southern Metropolitan,10412
Blackburn North,7 Kent Cl,3.0,h,1030000.0,S,Fletchers,9/12/2017,13.4,3130,3.0,2.0,1.0,568.0,137.0,1968.0,Whitehorse City Council,-37.80265,145.16099,Eastern Metropolitan,2867
Hampton East,2/2 Flowerdale Rd,2.0,u,801000.0,S,Buxton,19/11/2016,14.5,3188,2.0,1.0,1.0,217.0,107.0,1994.0,Bayside City Council,-37.9432,145.0348,Southern Metropolitan,2356
Brunswick,10/66 De Carle St,2.0,u,491000.0,S,Jellis,19/11/2016,5.2,3056,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland City Council,-37.7598,144.9655,Northern Metropolitan,11918
Sunbury,23 Higgs Cct,3.0,h,516500.0,S,Barry,6/1/2018,31.7,3429,3.0,2.0,2.0,608.0,162.0,2005.0,Hume City Council,-37.587959999999995,144.70044,Western Metropolitan,14092
Burwood East,55 Hilltop Cr,3.0,h,1250000.0,S,Barry,17/02/2018,14.7,3151,3.0,1.0,1.0,598.0,114.0,1963.0,Whitehorse City Council,-37.8548,145.13302,Eastern Metropolitan,4048
Ascot Vale,132 The Parade,3.0,h,985000.0,S,Brad,3/9/2017,4.3,3032,3.0,1.0,,245.0,91.0,1945.0,Moonee Valley City Council,-37.77215,144.91144,Western Metropolitan,6567
Essendon,11 McPhail St,2.0,h,870000.0,PI,Nelson,16/07/2016,8.0,3040,3.0,1.0,2.0,319.0,120.0,1920.0,Moonee Valley City Council,-37.7555,144.9118,Western Metropolitan,9264
Burwood,2a Iris St,2.0,h,633000.0,S,Noel,14/05/2016,11.7,3125,2.0,1.0,1.0,276.0,92.0,1965.0,Monash City Council,-37.8454,145.0971,Southern Metropolitan,5678
Preston,1c Oak St,2.0,u,515000.0,S,Love,25/02/2017,8.8,3072,2.0,1.0,1.0,187.0,60.0,2005.0,Darebin City Council,-37.7351,145.0323,Northern Metropolitan,14577
Aspendale Gardens,44 Sutherland Av,3.0,h,811250.0,SP,Area,17/03/2018,21.5,3195,3.0,1.0,2.0,542.0,104.0,1980.0,Kingston City Council,-38.01663,145.11741999999998,South-Eastern Metropolitan,2243
Ringwood East,2/5 Mines Rd,2.0,u,609000.0,S,Barry,27/05/2017,21.3,3135,2.0,1.0,2.0,190.0,70.0,1970.0,Maroondah City Council,-37.80551,145.24589,Eastern Metropolitan,4407
Windsor,7b Nathan Pl,3.0,h,1540000.0,S,Biggin,7/11/2016,5.1,3181,3.0,2.0,1.0,138.0,147.0,2000.0,Port Phillip City Council,-37.8556,144.995,Southern Metropolitan,4380
Ormond,37 Thompson St,4.0,h,1715000.0,S,Buxton,3/12/2016,11.8,3204,4.0,2.0,2.0,705.0,226.0,1922.0,Glen Eira City Council,-37.9035,145.028,Southern Metropolitan,3578
Greenvale,10 Barlby Ct,3.0,h,715000.0,S,Barry,18/11/2017,20.4,3059,3.0,2.0,2.0,790.0,193.0,1990.0,Hume City Council,-37.6558,144.8958,Northern Metropolitan,4864
Fawkner,25 William St,3.0,h,728000.0,S,Ray,24/02/2018,13.1,3060,3.0,1.0,4.0,584.0,122.0,1960.0,Hume City Council,-37.70428,144.96716999999998,Northern Metropolitan,5070
Essendon,2/16 Braemar St,2.0,u,520000.0,VB,Barry,15/10/2016,8.0,3040,2.0,1.0,2.0,0.0,73.0,1975.0,Moonee Valley City Council,-37.7486,144.9072,Western Metropolitan,9264
Mill Park,16 Hurlstone Cr,3.0,h,755000.0,S,HAR,28/10/2017,17.9,3082,3.0,2.0,2.0,625.0,164.0,1990.0,Whittlesea City Council,-37.66275,145.06786,Northern Metropolitan,10529
Greenvale,24 Posy St,5.0,h,650000.0,PI,hockingstuart,16/09/2017,20.4,3059,5.0,2.0,2.0,512.0,239.0,2014.0,Hume City Council,-37.6248,144.87612,Northern Metropolitan,4864
Richmond,5 Koorang La,3.0,h,1100000.0,PI,Biggin,18/06/2016,2.6,3121,3.0,2.0,1.0,66.0,118.0,2013.0,Yarra City Council,-37.8181,145.007,Northern Metropolitan,14949
Essendon,3/113 Tennyson St,2.0,t,595000.0,S,Frank,3/12/2016,8.0,3040,2.0,1.0,2.0,752.0,89.0,1990.0,Moonee Valley City Council,-37.7553,144.9302,Western Metropolitan,9264
Sunshine North,8 Hassett St,3.0,h,650000.0,SP,GL,12/11/2016,13.3,3020,3.0,1.0,0.0,598.0,112.0,1950.0,Brimbank City Council,-37.7705,144.8307,Western Metropolitan,4217
Sandhurst,4 Galilee Dr,4.0,h,645000.0,SP,Harcourts,24/06/2017,34.7,3977,4.0,2.0,2.0,448.0,187.0,2010.0,Frankston City Council,-38.0817,145.19654,South-Eastern Metropolitan,1721
Elwood,4/19 Ruskin St,3.0,t,1035000.0,S,Chisholm,29/07/2017,7.2,3184,3.0,2.0,2.0,0.0,111.0,2010.0,Port Phillip City Council,-37.87472,144.98235,Southern Metropolitan,8989
Essendon,2/67 Nimmo St,2.0,u,645000.0,SP,Nelson,27/06/2016,8.0,3040,2.0,1.0,1.0,170.0,88.0,1994.0,Moonee Valley City Council,-37.7475,144.8959,Western Metropolitan,9264
Doncaster East,30 Daphne St,3.0,h,1385000.0,S,Noel,27/05/2017,14.3,3109,3.0,2.0,3.0,654.0,149.0,1966.0,Manningham City Council,-37.78496,145.14659,Eastern Metropolitan,10999
Sunshine West,64 Links St,4.0,h,510000.0,SP,Barry,13/08/2016,13.5,3020,4.0,1.0,1.0,672.0,151.0,1970.0,Brimbank City Council,-37.7871,144.8083,Western Metropolitan,6763
West Melbourne,19/33 Jeffcott St,3.0,u,601000.0,S,MICM,30/07/2016,1.9,3003,2.0,1.0,1.0,0.0,81.0,1996.0,Melbourne City Council,-37.8118,144.9526,Northern Metropolitan,2230
Fitzroy North,55 Seacombe St,3.0,h,1450000.0,S,Nelson,28/08/2016,3.5,3068,3.0,2.0,1.0,118.0,103.0,1905.0,Moreland City Council,-37.7839,144.9807,Northern Metropolitan,6244
Craigieburn,22 Northumberland Cct,3.0,h,515000.0,S,Barry,24/02/2018,20.6,3064,3.0,1.0,2.0,495.0,138.0,2008.0,Hume City Council,-37.581309999999995,144.93038,Northern Metropolitan,15510
South Yarra,1107/12 Yarra St,1.0,u,425000.0,PI,Biggin,13/08/2016,3.3,3141,1.0,1.0,1.0,0.0,56.0,2007.0,Melbourne City Council,-37.836999999999996,144.9931,Southern Metropolitan,14887
Murrumbeena,22 Victory St,3.0,h,1090000.0,S,Gary,27/11/2016,12.1,3163,3.0,2.0,2.0,553.0,138.0,1960.0,Glen Eira City Council,-37.9031,145.0668,Southern Metropolitan,4442
Glen Iris,1/25 Gardiner Pde,3.0,t,1501000.0,S,hockingstuart,27/05/2017,7.3,3146,3.0,2.0,2.0,313.0,160.0,1995.0,Boroondara City Council,-37.85385,145.06473,Southern Metropolitan,10412
Bentleigh East,15 Lilac St,4.0,h,1292000.0,S,Woodards,29/04/2017,13.9,3165,4.0,1.0,2.0,587.0,161.0,1950.0,Glen Eira City Council,-37.9194,145.05700000000002,Southern Metropolitan,10969
Richmond,3/11 Brougham St,1.0,u,370000.0,S,Biggin,3/12/2016,2.6,3121,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra City Council,-37.8214,144.9997,Northern Metropolitan,14949
Bentleigh East,3 Molden St,5.0,h,1550000.0,S,Hodges,18/06/2016,13.9,3165,5.0,3.0,2.0,623.0,257.0,1950.0,Glen Eira City Council,-37.9066,145.0541,Southern Metropolitan,10969
Richmond,19 Dickens St,3.0,h,1270000.0,S,Jellis,22/08/2016,2.6,3121,2.0,1.0,1.0,181.0,102.0,1900.0,Yarra City Council,-37.8203,145.0092,Northern Metropolitan,14949
Malvern East,2 Tennyson St,4.0,h,2001000.0,S,Marshall,15/10/2016,11.2,3145,4.0,2.0,2.0,526.0,243.0,1910.0,Stonnington City Council,-37.8771,145.0505,Southern Metropolitan,8801
Caulfield South,26 Flowers St,3.0,h,1577500.0,S,hockingstuart,3/9/2016,9.3,3162,3.0,2.0,2.0,357.0,144.0,1935.0,Glen Eira City Council,-37.8896,145.0307,Southern Metropolitan,5051
Brunswick West,13 Zeal St,2.0,h,1225000.0,SP,Walshe,9/9/2017,5.2,3055,2.0,1.0,2.0,501.0,495.0,1930.0,Moreland City Council,-37.75772,144.94349,Northern Metropolitan,7082
Balwyn North,3/48 Alpha St,2.0,u,1040000.0,S,Fletchers,24/09/2016,9.2,3104,2.0,1.0,1.0,250.0,112.0,1995.0,Boroondara City Council,-37.7996,145.0959,Southern Metropolitan,7809
Altona North,252 Millers Rd,4.0,h,693000.0,SP,Raine&Horne,22/05/2016,11.1,3025,4.0,2.0,4.0,315.0,170.0,2008.0,Hobsons Bay City Council,-37.8391,144.8467,Western Metropolitan,5132
Balwyn North,16 Nevada St,4.0,h,1700000.0,VB,Jellis,27/06/2016,9.2,3104,3.0,2.0,5.0,754.0,175.0,1960.0,Boroondara City Council,-37.786,145.0886,Southern Metropolitan,7809
Bentleigh,12 Wood St,5.0,h,1500000.0,PI,hockingstuart,22/07/2017,11.4,3204,5.0,2.0,2.0,591.0,188.0,1950.0,Glen Eira City Council,-37.922109999999996,145.0466,Southern Metropolitan,6795
Albert Park,115 Page St,4.0,h,4735000.0,S,Marshall,25/02/2017,3.3,3206,4.0,2.0,1.0,330.0,207.0,1910.0,Port Phillip City Council,-37.8477,144.9558,Southern Metropolitan,3280
Moonee Ponds,31 Bowen St,2.0,h,860000.0,S,Nelson,11/2/2017,6.9,3039,2.0,1.0,1.0,301.0,80.0,1920.0,Moonee Valley City Council,-37.7695,144.9092,Western Metropolitan,6232
Preston,3/152 Tyler St,1.0,u,385000.0,SP,Brad,29/04/2017,8.8,3072,1.0,1.0,1.0,896.0,65.0,2011.0,Darebin City Council,-37.7316,145.0201,Northern Metropolitan,14577
Brunswick West,378 Albion St,3.0,h,875000.0,VB,Nelson,9/9/2017,5.2,3055,3.0,1.0,1.0,275.0,106.0,1910.0,Moreland City Council,-37.75918,144.94829,Northern Metropolitan,7082
Melbourne,19/300 King St,2.0,u,740000.0,VB,MICM,17/06/2017,0.0,3000,2.0,1.0,1.0,0.0,113.0,1999.0,Melbourne City Council,-37.81317,144.95452,Northern Metropolitan,17496
Hawthorn,303/25 Lynch St,2.0,u,495000.0,S,Fletchers,7/11/2016,4.6,3122,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara City Council,-37.8216,145.0343,Southern Metropolitan,11308
Glen Waverley,4 Elmwood Cr,3.0,h,1100000.0,PI,Harcourts,11/11/2017,16.7,3150,3.0,2.0,2.0,651.0,138.0,1965.0,Monash City Council,-37.8963,145.1559,Eastern Metropolitan,15321
Sunbury,26 Xavier Ct,3.0,h,495000.0,S,One,29/07/2017,31.7,3429,3.0,2.0,2.0,563.0,150.0,1994.0,Hume City Council,-37.57499,144.75329,Western Metropolitan,14092
Ascot Vale,107A Walter St,3.0,h,,PI,Hodges,3/3/2018,4.3,3032,3.0,2.0,2.0,188.0,137.0,1999.0,Moonee Valley City Council,-37.77637,144.9095,Western Metropolitan,6567
Hawthorn East,41 Leura Gr,4.0,h,3575000.0,S,Kay,17/03/2018,6.2,3123,4.0,2.0,2.0,667.0,310.0,1988.0,Boroondara City Council,-37.837379999999996,145.05106,Southern Metropolitan,6482
Kensington,403/72 Altona St,2.0,u,492500.0,S,Pagan,4/6/2016,4.2,3031,2.0,1.0,1.0,0.0,81.0,2008.0,Melbourne City Council,-37.7974,144.9261,Northern Metropolitan,5263
Craigieburn,1 Consort Pl,4.0,h,615000.0,S,YPA,12/8/2017,20.6,3064,4.0,2.0,2.0,756.0,222.0,2001.0,Hume City Council,-37.5729,144.93663,Northern Metropolitan,15510
Thomastown,4 Kerang Pl,4.0,h,645000.0,S,HAR,9/12/2017,15.3,3074,4.0,1.0,4.0,530.0,103.0,1980.0,Whittlesea City Council,-37.6756,144.98667,Northern Metropolitan,7955
Surrey Hills,2/23 Broughton Rd,2.0,u,610000.0,PI,Marshall,15/10/2016,11.2,3127,2.0,1.0,1.0,102.0,78.0,1970.0,Boroondara City Council,-37.8288,145.1048,Southern Metropolitan,5457
West Melbourne,207/493 Victoria St,2.0,u,510000.0,S,McGrath,8/7/2017,3.1,3003,2.0,1.0,1.0,75.0,66.0,2007.0,Melbourne City Council,-37.80473,144.9435,Northern Metropolitan,2230
Hampton East,10 Crest Av,5.0,h,1700000.0,VB,Buxton,9/12/2017,13.8,3188,5.0,3.0,2.0,656.0,320.0,1996.0,Bayside City Council,-37.93933,145.02698,Southern Metropolitan,2356
South Morang,6 Jindabyne Av,5.0,h,810000.0,S,Stockdale,25/11/2017,20.5,3752,5.0,3.0,2.0,832.0,255.0,2009.0,Whittlesea City Council,-37.6414,145.0838,Northern Metropolitan,7969
Ormond,1/25 Murray Rd,3.0,u,820000.0,PI,Buxton,22/05/2016,11.8,3204,3.0,2.0,1.0,238.0,127.0,1998.0,Glen Eira City Council,-37.9062,145.02700000000002,Southern Metropolitan,3578
Doncaster East,271 Blackburn Rd,3.0,h,1155000.0,S,Barry,28/10/2017,14.3,3109,3.0,1.0,1.0,656.0,108.0,1968.0,Manningham City Council,-37.7805,145.16319,Eastern Metropolitan,10999
Aberfeldie,2 Derry St,4.0,h,1740000.0,PI,Nelson,29/04/2017,9.1,3040,4.0,2.0,2.0,746.0,161.0,1950.0,Moonee Valley City Council,-37.7595,144.8993,Western Metropolitan,1543
Essendon,2/7 Graves St,3.0,u,872000.0,S,Nelson,27/11/2016,8.0,3040,3.0,1.0,1.0,862.0,135.0,1970.0,Moonee Valley City Council,-37.7399,144.8964,Western Metropolitan,9264
Prahran,47 Clifton St,2.0,h,815000.0,S,Beller,19/11/2016,4.5,3181,2.0,1.0,0.0,96.0,71.0,1880.0,Stonnington City Council,-37.8501,144.9953,Southern Metropolitan,7717
Tullamarine,58 Tadstan Dr,4.0,h,735000.0,S,Jason,14/10/2017,12.9,3043,4.0,2.0,2.0,634.0,191.0,1981.0,Brimbank City Council,-37.69594,144.87857,Western Metropolitan,3296
Pascoe Vale,25 Rhodes Pde,3.0,h,850000.0,VB,Nelson,16/09/2017,8.5,3044,3.0,1.0,1.0,712.0,133.0,1940.0,Moreland City Council,-37.71594,144.92986000000002,Northern Metropolitan,7485
Murrumbeena,1/9 Packer St,2.0,u,926000.0,S,hockingstuart,29/04/2017,12.1,3163,2.0,1.0,2.0,308.0,,2008.0,Glen Eira City Council,-37.8907,145.0761,Southern Metropolitan,4442
Elwood,5/106 Addison St,2.0,u,680000.0,SP,Chisholm,24/09/2016,7.7,3184,2.0,1.0,1.0,0.0,67.0,1930.0,Port Phillip City Council,-37.8811,144.9797,Southern Metropolitan,8989
Altona,41 Maidstone St,3.0,u,767000.0,SP,Barlow,12/8/2017,11.0,3018,3.0,2.0,1.0,305.0,132.0,2005.0,Hobsons Bay City Council,-37.871,144.81153,Western Metropolitan,5301
Collingwood,10/76 Oxford St,2.0,u,683000.0,S,Biggin,17/09/2016,1.6,3066,2.0,1.0,1.0,0.0,92.0,1900.0,Yarra City Council,-37.8035,144.985,Northern Metropolitan,4553
Essendon,1/16 Leake St,4.0,u,1170000.0,SP,Barry,19/11/2016,8.0,3040,4.0,2.0,2.0,0.0,180.0,2013.0,Moonee Valley City Council,-37.7465,144.91,Western Metropolitan,9264
Craigieburn,78 Wisteria Av,4.0,h,583000.0,S,Ray,24/02/2018,20.6,3064,4.0,2.0,2.0,400.0,162.0,2016.0,Hume City Council,-37.56861,144.92493000000002,Northern Metropolitan,15510
Braybrook,11/1 Windsor St,2.0,t,475000.0,S,Barry,25/02/2017,10.8,3019,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong City Council,-37.7948,144.85399999999998,Western Metropolitan,3589
Aberfeldie,40 Clifton St,4.0,h,1646000.0,S,Rendina,4/3/2017,9.1,3040,4.0,3.0,2.0,757.0,157.0,1950.0,Moonee Valley City Council,-37.7606,144.8909,Western Metropolitan,1543
Taylors Lakes,72 Admirals Cr,4.0,h,720000.0,S,Barry,6/1/2018,15.5,3038,4.0,2.0,2.0,641.0,250.0,1989.0,Brimbank City Council,-37.70875,144.78874,Western Metropolitan,5336
Pascoe Vale,3 Quick St,4.0,h,863000.0,SP,Jellis,17/03/2018,8.5,3044,4.0,2.0,2.0,283.0,168.0,2000.0,Moreland City Council,-37.721959999999996,144.93017,Northern Metropolitan,7485
Northcote,122 Emmaline St,2.0,h,1020000.0,S,Nelson,10/9/2016,5.5,3070,2.0,1.0,2.0,347.0,115.0,1935.0,Darebin City Council,-37.763000000000005,144.9886,Northern Metropolitan,11364
Broadmeadows,21 Graham St,3.0,h,518500.0,S,YPA,1/7/2017,14.0,3047,3.0,1.0,0.0,576.0,110.0,1999.0,Hume City Council,-37.692370000000004,144.93143999999998,Northern Metropolitan,4294
West Melbourne,125/33 Jeffcott St,2.0,u,670000.0,S,MICM,8/7/2017,3.1,3003,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne City Council,-37.8118,144.95259,Northern Metropolitan,2230
Armadale,367 Dandenong Rd,6.0,h,5525000.0,S,Marshall,17/09/2016,6.3,3143,5.0,3.0,4.0,1491.0,516.0,1935.0,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836
Glen Waverley,1 Dorset St,3.0,h,1070000.0,S,Harcourts,8/7/2017,16.7,3150,3.0,2.0,1.0,839.0,116.0,1970.0,Monash City Council,-37.89813,145.14652,Eastern Metropolitan,15321
Clayton South,2/21 Oakes Av,2.0,u,575000.0,SP,Buxton,3/9/2017,17.5,3169,2.0,1.0,2.0,914.0,89.0,1970.0,Kingston City Council,-37.93524,145.1306,South-Eastern Metropolitan,4734
Williamstown,18 Charles St,3.0,h,1290000.0,SP,Williams,3/3/2018,6.8,3016,3.0,1.0,0.0,256.0,50.0,1915.0,Hobsons Bay City Council,-37.86045,144.89185,Western Metropolitan,6380
Essendon,20 Warner St,2.0,h,890000.0,PI,Nelson,16/04/2016,8.0,3040,2.0,1.0,1.0,649.0,108.0,1950.0,Moonee Valley City Council,-37.7445,144.9133,Western Metropolitan,9264
Lalor,19 Dallas Dr,3.0,h,590000.0,S,Ray,24/02/2018,16.3,3075,3.0,1.0,6.0,538.0,105.0,1981.0,Whittlesea City Council,-37.67324,145.04211999999998,Northern Metropolitan,8279
St Kilda,602/13 Wellington St,2.0,u,565000.0,VB,Eview,24/09/2016,6.1,3182,2.0,2.0,1.0,0.0,76.0,2013.0,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240
Seaford,10 Harold St,3.0,h,760000.0,SP,Mitchell,20/01/2018,35.4,3198,3.0,1.0,1.0,671.0,124.0,1963.0,Frankston City Council,-38.10309,145.13228,South-Eastern Metropolitan,8077
Werribee,1 Egret Ct,3.0,h,470000.0,SP,Greg,21/10/2017,14.7,3030,3.0,2.0,2.0,568.0,146.0,1987.0,Wyndham City Council,-37.88173,144.66523999999998,Western Metropolitan,16166
Armadale,8/19 Mercer Rd,,u,599000.0,S,Jellis,3/9/2016,6.3,3143,2.0,1.0,1.0,0.0,76.0,1964.0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836
Hampton,15 May St,4.0,h,1820000.0,PI,Follett,16/09/2017,13.8,3188,4.0,2.0,2.0,412.0,423.0,1940.0,Bayside City Council,-37.93598,145.01152,Southern Metropolitan,5454
Balwyn North,14 Dumblane St,5.0,h,1750000.0,PI,RW,15/10/2016,9.2,3104,5.0,2.0,2.0,710.0,170.0,1955.0,Boroondara City Council,-37.7907,145.0916,Southern Metropolitan,7809
Mickleham,40 Newmarket Pde,4.0,h,740000.0,S,Stockdale,17/02/2018,20.6,3064,4.0,4.0,2.0,512.0,333.0,2015.0,Hume City Council,-37.534459999999996,144.90418,Northern Metropolitan,1158
Werribee,3 Argyle Cr,4.0,h,455000.0,S,Ray,12/8/2017,14.7,3030,4.0,1.0,4.0,534.0,101.0,1983.0,Wyndham City Council,-37.88496,144.66332,Western Metropolitan,16166
Armadale,8/15 Egerton Rd,2.0,u,480000.0,VB,hockingstuart,8/4/2017,6.3,3143,2.0,1.0,1.0,0.0,66.23,1960.0,Stonnington City Council,-37.8624,145.0223,Southern Metropolitan,4836
Kingsbury,33 Clunes St,2.0,h,705500.0,S,ASL,30/07/2016,12.4,3083,2.0,1.0,1.0,770.0,,1950.0,Darebin City Council,-37.7159,145.0389,Northern Metropolitan,1414
Reservoir,33 McMahon Rd,5.0,h,845000.0,S,RW,8/4/2017,11.2,3073,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin City Council,-37.7114,145.02100000000002,Northern Metropolitan,21650
